Transaction_Date,Post_Date,Year,Month,Account_Name,Transaction_Type,Amount,NWS,Category,Cat2,Description,Labels,outliers,Notes
2023-08-30,2023-08-30,2023,8,checking,debit,-15.84,need,gift,discretionary, amzn mktp us*t30 5942               wa amzn.com/bill   amzn mktp us*t301s6us,,0,nan
2023-08-29,2023-08-29,2023,8,checking,debit,-10.93,want,restaurants,food, dalts american g 5812               tn nashville       dalts american grilus,,0,nan
2023-08-29,2023-08-29,2023,8,checking,debit,-89.7,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2023-08-29,2023-08-29,2023,8,checking,credit,40.0,need,transfer,transfer,transfer - self service transfer               from tbcrozier share 75,,0,nan
2023-08-28,2023-08-28,2023,8,checking,debit,-54.57,want,clothing,discretionary, sp timex.com     5944               ct httpstimex.co   sp timex.com       us,,0,nan
2023-08-28,2023-08-28,2023,8,checking,debit,-17.51,want,entertainment,discretionary, help.max.com     5815               ny max.com         help.max.com       us,,0,nan
2023-08-28,2023-08-28,2023,8,checking,debit,-52.07,want,restaurants,food, porta via        5812               tn 615-3560001     porta via          us,,0,nan
2023-08-27,2023-08-27,2023,8,checking,debit,-27.41,need,groceries,food, market fresh pro 5411               tn forest hills    market fresh producus,,0,nan
2023-08-27,2023-08-27,2023,8,checking,debit,-19.62,want,food & dining,auto, par*smoothie kin 5814               tn nashville       par*smoothie king sus,,0,nan
2023-08-27,2023-08-27,2023,8,checking,debit,-17.34,want,restaurants,food, baja burrito     5812               tn nashville       baja burrito       us,,0,nan
2023-08-26,2023-08-26,2023,8,checking,debit,-0.99,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2023-08-26,2023-08-26,2023,8,checking,debit,-6.99,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2023-08-25,2023-08-25,2023,8,checking,debit,-16.41,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2023-08-23,2023-08-23,2023,8,checking,debit,-6.42,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-08-23,2023-08-23,2023,8,checking,debit,-3.05,need,gym,investment, climb nashville  7999               tn httpstheclimb   climb nashville easus,,0,nan
2023-08-20,2023-08-20,2023,8,checking,debit,-26.95,need,gas & fuel,auto, shell service st 5542               tn nashville       shell service statius,,0,nan
2023-08-20,2023-08-20,2023,8,checking,debit,-3.73,need,gas & fuel,auto, circle k # 03617 5541               tn monteagle       circle k # 03617   us,,0,nan
2023-08-20,2023-08-20,2023,8,checking,debit,-27.49,need,groceries,food, market fresh pro 5411               tn forest hills    market fresh producus,,0,nan
2023-08-19,2023-08-19,2023,8,checking,debit,-66.1,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-08-18,2023-08-18,2023,8,checking,debit,-2.25,want,misc expenses,discretionary, paymentus corp   5045               nc 980-272-3788    paymentus corp     us,,0,nan
2023-08-18,2023-08-18,2023,8,checking,debit,-93.0,need,utilities,utilities, nes1174729029231 4900               tn 615-736-6900    nes11747290292315  us,,0,nan
2023-08-18,2023-08-18,2023,8,checking,debit,-12.18,want,restaurants,food, 10250d cava bell 5812               tn 629-240-1575    10250d cava belle mus,,0,nan
2023-08-18,2023-08-18,2023,8,checking,debit,-2.25,want,misc expenses,discretionary, paymentus corp   5045               nc 980-272-3788    paymentus corp     us,,0,nan
2023-08-18,2023-08-18,2023,8,checking,debit,-132.0,need,utilities,utilities, nes1174729029231 4900               tn 615-736-6900    nes11747290292314  us,,0,nan
2023-08-17,2023-08-17,2023,8,checking,debit,-250.0,want,clothing,discretionary, sp hyperlite     5941               me httpshyperlit   sp hyperlite       us,,0,nan
2023-08-16,2023-08-16,2023,8,checking,debit,-5.0,need,utilities,utilities,ach trans - select rwds pymt;081623;payment,,0,nan
2023-08-16,2023-08-16,2023,8,checking,debit,-32.63,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2023-08-16,2023-08-16,2023,8,checking,debit,-5.12,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-08-13,2023-08-13,2023,8,checking,debit,-17.38,want,restaurants,food, tst* mcdougals c 5812               tn nashville       tst* mcdougals chicus,,0,nan
2023-08-13,2023-08-13,2023,8,checking,debit,-64.1,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2023-08-12,2023-08-12,2023,8,checking,debit,-95.02,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-08-12,2023-08-12,2023,8,checking,debit,-12.6,want,restaurants,food, baja burrito     5812               tn nashville       baja burrito       us,,0,nan
2023-08-11,2023-08-11,2023,8,checking,debit,-9.57,need,books,investment, kindle svcs*ta36 5818               wa 888-802-3080    kindle svcs*ta36c3ius,,0,nan
2023-08-10,2023-08-10,2023,8,checking,debit,-36.05,want,electronics & software,discretionary, lucid software i 4816               ut 844-4658243     lucid software inc.us,subscription - productivity,0,nan
2023-08-07,2023-08-07,2023,8,checking,debit,-71.78,need,groceries,food, trader joe s #66 5411               tn nashville       trader joe s #66 trus,,0,nan
2023-08-06,2023-08-06,2023,8,checking,debit,-16.41,need,gift,discretionary, amazon prime*ta4 5968               wa amzn.com/bill   amazon prime*ta4t20us,subscription - shopping,0,nan
2023-08-06,2023-08-06,2023,8,checking,debit,-8.92,need,gas & fuel,auto, bp#6608731belle  5541               tn nashville       5401 harding pike  us,,0,nan
2023-08-06,2023-08-06,2023,8,checking,debit,-54.43,need,gas & fuel,auto, bp#6608731belle  5542               tn nashville       5401 harding pike  us,,0,nan
2023-08-06,2023-08-06,2023,8,checking,debit,-5.2,need,gym,investment, climb nashville  7999               tn httpstheclimb   climb nashville easus,,0,nan
2023-08-06,2023-08-06,2023,8,checking,debit,-13.68,want,restaurants,food, tst* five points 5811               tn nashville       tst* five points pius,,0,nan
2023-08-05,2023-08-05,2023,8,checking,debit,-21.58,want,restaurants,food, hopdoddy - nashv 5812               tn 615-823-2337    hopdoddy - nashvillus,,0,nan
2023-08-05,2023-08-05,2023,8,checking,debit,-92.86,need,gym,investment, climb nashville  7999               tn httpstheclimb   climb nashville easus,subscription - fitness,0,nan
2023-08-05,2023-08-05,2023,8,checking,debit,-3.0,want,charity,discretionary, www.samharris.or 5815               ca httpswww.samh   www.samharris.org  us,subscription - media,0,nan
2023-08-05,2023-08-05,2023,8,checking,debit,-8.17,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2023-08-04,2023-08-04,2023,8,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2023-08-04,2023-08-04,2023,8,checking,debit,-6.64,want,fast food,food, wendys 607       5814               tn nashville       4104 hillsboro cir us,,0,nan
2023-08-03,2023-08-03,2023,8,checking,debit,-79.0,need,gym,investment, fahrenheit yoga  7997               tn brentwood       fahrenheit yoga    us,subscription - fitness,0,nan
2023-08-02,2023-08-02,2023,8,checking,debit,-675.0,need,rent,,ach trans - alliant cu      ;080123;xfer,,0,nan
2023-08-02,2023-08-02,2023,8,checking,debit,-64.53,need,gift,discretionary, amzn mktp us*th3 5942               wa amzn.com/bill   amzn mktp us*th3js6us,,0,nan
2023-08-02,2023-08-02,2023,8,checking,debit,-103.49,need,bills & utilities,utilities,ach trans - usaa p&c        ;080223;autopay,,0,nan
2023-08-01,2023-08-01,2023,8,checking,debit,-0.01,want,electronics & software,discretionary, google *cloud ks 5817               ca 650-2530000     google *cloud ks5wbus,,0,nan
2023-08-01,2023-08-01,2023,8,checking,debit,-300.0,need,credit card payment,bills,ach trans - dr. tom neilson ;080123;online pmt,,0,nan
2023-08-01,2023-08-01,2023,8,checking,debit,-31.67,need,gift,discretionary, amzn mktp us*th9 5942               wa amzn.com/bill   amzn mktp us*th9229us,,0,nan
2023-08-01,2023-08-01,2023,8,checking,debit,-8.46,want,entertainment,discretionary, patreon* members 5815               ca san francisco   patreon* membershipus,subscription - media,0,nan
2023-07-31,2023-07-31,2023,7,savings,credit,14.29,need,investments,investment,dividend,,0,nan
2023-07-31,2023-07-31,2023,7,savings,credit,31.95,need,investments,investment,dividend,,0,nan
2023-07-30,2023-07-30,2023,7,checking,credit,4645.42,need,paycheck,income,ach trans - hca corporate   ;073123;pr payment,,0,nan
2023-07-30,2023-07-30,2023,7,checking,debit,-8.69,want,fast food,food, jersey mikes 400 5812               tn nashville       jersey mikes 4005  us,,0,nan
2023-07-30,2023-07-30,2023,7,checking,debit,-38.23,need,groceries,food, market fresh pro 5411               tn forest hills    market fresh producus,,0,nan
2023-07-29,2023-07-29,2023,7,checking,debit,-17.3,want,restaurants,food, italianmar* coco 5812               tn italianmarket   italianmar* cocos wus,,0,nan
2023-07-29,2023-07-29,2023,7,checking,debit,-10.71,want,restaurants,food, sq *mas tacos po 5812               tn nashville       sq *mas tacos por fus,,0,nan
2023-07-29,2023-07-29,2023,7,checking,debit,-23.01,want,restaurants,food, tst* avo         5812               tn nashville       tst* avo           us,,0,nan
2023-07-29,2023-07-29,2023,7,checking,debit,-19.2,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2023-07-29,2023-07-29,2023,7,checking,debit,-115.66,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-07-28,2023-07-28,2023,7,checking,debit,-17.51,want,entertainment,discretionary, help.max.com     5815               ny max.com         help.max.com       us,,0,nan
2023-07-28,2023-07-28,2023,7,checking,credit,142.01,need,income,discretionary,dep cash - ca 650-2570885     evernote           us,,0,nan
2023-07-28,2023-07-28,2023,7,checking,debit,-142.01,want,electronics & software,discretionary, evernote         5817               ca 650-2570885     evernote           us,,0,nan
2023-07-26,2023-07-26,2023,7,checking,debit,-0.99,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2023-07-25,2023-07-25,2023,7,checking,debit,-20.7,need,gift,discretionary, amzn mktp us*t69 5942               wa amzn.com/bill   amzn mktp us*t69we7us,,0,nan
2023-07-25,2023-07-25,2023,7,checking,debit,-14.22,need,music,discretionary,        spotifyus 4899               ny        new york        spotifyus   us,subscription - media,0,nan
2023-07-24,2023-07-24,2023,7,checking,debit,-3.05,need,gym,investment, climb nashville  7999               tn httpstheclimb   climb nashville easus,,0,nan
2023-07-22,2023-07-22,2023,7,checking,debit,-4.15,want,movies & dvds,entertainment, prime video *8k3 5818               wa 888-802-3080    prime video *8k3bh2us,,0,nan
2023-07-22,2023-07-22,2023,7,checking,debit,-18.6,need,books,investment, kindle svcs*543a 5818               wa 888-802-3080    kindle svcs*543a28wus,,0,nan
2023-07-20,2023-07-20,2023,7,checking,debit,-39.48,need,groceries,food, market fresh pro 6012               tn forest hills    market fresh pro   us,,0,nan
2023-07-20,2023-07-20,2023,7,checking,debit,-3.05,need,gym,investment, climb nashville  7997               tn nashville       climb nashville    us,,0,nan
2023-07-20,2023-07-20,2023,7,checking,debit,-179.56,need,groceries,food, butcherbox llc  5499               ma httpswww.butc   butcherbox  llc    us,,0,nan
2023-07-19,2023-07-19,2023,7,checking,debit,-32.76,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,hinge roses
2023-07-18,2023-07-18,2023,7,checking,debit,-104.0,need,utilities,utilities, nes1174729029231 4900               tn 615-736-6900    nes11747290292314  us,,0,nan
2023-07-18,2023-07-18,2023,7,checking,debit,-67.84,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-07-18,2023-07-18,2023,7,checking,debit,-85.0,need,utilities,utilities, nes1174729029231 4900               tn 615-736-6900    nes11747290292315  us,,0,nan
2023-07-18,2023-07-18,2023,7,checking,debit,-2.25,want,misc expenses,discretionary, paymentus corp   5045               nc 980-272-3788    paymentus corp     us,,0,nan
2023-07-18,2023-07-18,2023,7,checking,debit,-2.25,want,misc expenses,discretionary, paymentus corp   5045               nc 980-272-3788    paymentus corp     us,,0,nan
2023-07-17,2023-07-17,2023,7,checking,debit,-4.83,need,utilities,utilities,ach trans - select rwds pymt;071723;payment,,0,nan
2023-07-17,2023-07-17,2023,7,checking,debit,-132.28,want,coffee shops,food, nespresso usa i 5499               ny httpswww.nesp   nespresso usa  inc.us,,0,nan
2023-07-17,2023-07-17,2023,7,checking,debit,-31.31,need,groceries,food, market fresh pro 5411               tn forest hills    market fresh producus,,0,nan
2023-07-15,2023-07-15,2023,7,checking,debit,-129.67,need,groceries,food, trader joe s #73 5411               tn bellae meade    trader joe s #73 trus,,0,nan
2023-07-14,2023-07-14,2023,7,checking,debit,-34.99,want,coffee shops,food, the picnic inc   5812               tn nashville       the picnic inc     us,,0,nan
2023-07-13,2023-07-13,2023,7,checking,debit,-12.38,want,restaurants,food, baja burrito     5812               tn nashville       baja burrito       us,,0,nan
2023-07-12,2023-07-12,2023,7,checking,debit,-44.33,need,gas & fuel,auto, shell service st 5542               tn nashville       shell service statius,,0,nan
2023-07-10,2023-07-10,2023,7,checking,debit,-43.99,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2023-07-10,2023-07-10,2023,7,checking,debit,-36.05,need,business services,utilities, lucid software i 4816               ut south jordan    lucid software inc.us,subscription - productivity,0,nan
2023-07-10,2023-07-10,2023,7,checking,credit,211.28,need,transfer,transfer,ach trans - mobile deposit  071023check dep,,0,nan
2023-07-09,2023-07-09,2023,7,checking,debit,-43.3,want,restaurants,food, tst* cocos itali 5812               tn 615-320-2147    tst* cocos italian us,,0,nan
2023-07-09,2023-07-09,2023,7,checking,debit,-32.76,want,alcohol & bars,discretionary, west meade wine  5921               tn nashville       west meade wine andus,,0,nan
2023-07-08,2023-07-08,2023,7,checking,debit,-27.3,want,restaurants,food, tst* black dynas 5812               tn 707-328-6741    tst* black dynasty us,,0,nan
